ID,Group,SelfMorality,SelfAbility,SelfSociability,SelfSolvingPuzzles,SelfTeamCollab,Enjoyment,Enjoyment_GroupSpecificity,Difficulty,Difficulty_GroupSpecificity,Difficulty_Mastermind,Enjoyment_Mastermind,TeamCollab_Mastermind,SkillComp_Mastermind,SelfParticipation_Mastermind,PerceivedSolveTime_Mastermind,Difficulty_ColoredLetters,Enjoyment_ColoredLetters,TeamCollab_ColoredLetters,SkillComp_ColoredLetters,SelfParticipation_ColoredLetters,PerceivedSolveTime_ColoredLetters,Difficulty_Cables,Enjoyment_Cables,TeamCollab_Cables,SkillComp_Cables,SelfParticipation_Cables,PerceivedSolveTime_Cables,Difficulty_FlyerCipher,Enjoyment_FlyerCipher,TeamCollab_FlyerCipher,SkillComp_FlyerCipher,SelfParticipation_FlyerCipher,PerceivedSolveTime_FlyerCipher,Difficulty_Myspace,Enjoyment_Myspace,TeamCollab_Myspace,SkillComp_Myspace,SelfParticipation_Myspace,PerceivedSolveTime_Myspace,Difficulty_Maze,Enjoyment_Maze,TeamCollab_Maze,SkillComp_Maze,SelfParticipation_Maze,PerceivedSolveTime_Maze,Teammate,Morality,Ability,Sociability,Like,Closeness,Similar,GoodNews,BadNews,LikeMeta,ClosenessMeta,SimilarMeta,SolvingPuzzles,TeamCollab,Leader,Influence,GameLeader,LeastParticipation,Camaraderie,MostImportant_Mastermind,LeastImportant_Mastermind,MostImportant_ColoredLetters,LeastImportant_ColoredLetters,MostImportant_Cables,LeastImportant_Cables,MostImportant_FlyerCipher,LeastImportant_FlyerCipher,MostImportant_Myspace,LeastImportant_Myspace,MostImportant_Maze,LeastImportant_Maze
09A,9,8.25,7.25,7.0,8,8,6,8,2,6,4,2,6,4,2,5,2,3,4,3,2,3,4,2,5,4,2,7,5,5,6,4,7,9,3,3,4,3,8,3,5,8,8,4,8,10,09E,9.0,8.5,8.75,8,6,3,6,3,8,5,4,8,9,09E,09A,09A,09B,09E,09C,09B,09E,09B,09E,09B,09A,09B,09A,09B,09E,09B
09A,9,8.25,7.25,7.0,8,8,6,8,2,6,4,2,6,4,2,5,2,3,4,3,2,3,4,2,5,4,2,7,5,5,6,4,7,9,3,3,4,3,8,3,5,8,8,4,8,10,09B,6.5,7.25,5.75,6,2,1,2,0,5,4,1,4,2,09E,09A,09A,09B,09E,09C,09B,09E,09B,09E,09B,09A,09B,09A,09B,09E,09B
09E,9,6.75,8.25,6.0,5,6,8,8,4,0,3,5,5,3,5,4,2,5,5,3,4,5,5,4,4,3,6,5,5,5,4,3,6,9,7,2,6,4,4,8,4,5,9,3,6,5,09A,5.5,6.25,4.25,8,6,6,5,4,6,6,6,6,6,09A,09C,09A,09B,09C,09C,09B,09C,09B,09C,09C,09E,09B,09A,09B,09C,09B
09E,9,6.75,8.25,6.0,5,6,8,8,4,0,3,5,5,3,5,4,2,5,5,3,4,5,5,4,4,3,6,5,5,5,4,3,6,9,7,2,6,4,4,8,4,5,9,3,6,5,09B,5.5,7.5,7.75,10,8,4,7,4,6,6,4,5,5,09A,09C,09A,09B,09C,09C,09B,09C,09B,09C,09C,09E,09B,09A,09B,09C,09B
09E,9,6.75,8.25,6.0,5,6,8,8,4,0,3,5,5,3,5,4,2,5,5,3,4,5,5,4,4,3,6,5,5,5,4,3,6,9,7,2,6,4,4,8,4,5,9,3,6,5,09C,9.0,7.25,10.0,10,7,6,6,4,6,6,6,6,7,09A,09C,09A,09B,09C,09C,09B,09C,09B,09C,09C,09E,09B,09A,09B,09C,09B
09E,9,6.75,8.25,6.0,5,6,8,8,4,0,3,5,5,3,5,4,2,5,5,3,4,5,5,4,4,3,6,5,5,5,4,3,6,9,7,2,6,4,4,8,4,5,9,3,6,5,09C,9.5,6.75,10.0,10,6,6,6,4,6,6,6,6,7,09A,09C,09A,09B,09C,09C,09B,09C,09B,09C,09C,09E,09B,09A,09B,09C,09B
10B,10,9.75,7.5,6.5,8,8,10,7,7,7,6,7,8,4,7,9,4,6,7,3,10,5,6,8,9,3,9,3,6,7,9,3,9,7,7,8,8,4,8,7,7,9,9,3,9,9,10D,9.0,8.25,9.5,9,10,10,10,10,9,9,10,8,9,10D,10D,10D,10C,10B,10D,10C,10B,10C,10D,10C,10C,10C,10E,10C,10E,10C
10B,10,9.75,7.5,6.5,8,8,10,7,7,7,6,7,8,4,7,9,4,6,7,3,10,5,6,8,9,3,9,3,6,7,9,3,9,7,7,8,8,4,8,7,7,9,9,3,9,9,10C,9.25,6.5,8.0,10,9,7,10,10,10,10,8,7,7,10D,10D,10D,10C,10B,10D,10C,10B,10C,10D,10C,10C,10C,10E,10C,10E,10C
10B,10,9.75,7.5,6.5,8,8,10,7,7,7,6,7,8,4,7,9,4,6,7,3,10,5,6,8,9,3,9,3,6,7,9,3,9,7,7,8,8,4,8,7,7,9,9,3,9,9,10E,8.75,6.75,6.25,9,9,9,10,10,9,9,9,7,8,10D,10D,10D,10C,10B,10D,10C,10B,10C,10D,10C,10C,10C,10E,10C,10E,10C
10B,10,9.75,7.5,6.5,8,8,10,7,7,7,6,7,8,4,7,9,4,6,7,3,10,5,6,8,9,3,9,3,6,7,9,3,9,7,7,8,8,4,8,7,7,9,9,3,9,9,10C,4.75,4.5,2.25,2,0,0,0,0,1,0,0,1,1,10D,10D,10D,10C,10B,10D,10C,10B,10C,10D,10C,10C,10C,10E,10C,10E,10C
16E,16,7.25,7.75,7.75,9,8,7,8,3,8,2,5,7,2,7,3,2,5,6,1,6,2,2,5,6,1,6,2,2,4,6,2,7,3,4,5,4,2,3,3,3,6,7,2,3,4,16A,7.5,7.75,7.0,8,7,8,6,4,7,6,8,9,9,16A,16A,16D,16C,16B,16D,16C,16A,16C,16A,16E,16E,16C,16D,16C,16B,16E
16E,16,7.25,7.75,7.75,9,8,7,8,3,8,2,5,7,2,7,3,2,5,6,1,6,2,2,5,6,1,6,2,2,4,6,2,7,3,4,5,4,2,3,3,3,6,7,2,3,4,16D,8.0,9.0,7.5,7,5,5,4,3,6,4,4,10,9,16A,16A,16D,16C,16B,16D,16C,16A,16C,16A,16E,16E,16C,16D,16C,16B,16E
16E,16,7.25,7.75,7.75,9,8,7,8,3,8,2,5,7,2,7,3,2,5,6,1,6,2,2,5,6,1,6,2,2,4,6,2,7,3,4,5,4,2,3,3,3,6,7,2,3,4,16B,8.5,8.0,9.5,7,5,4,5,3,5,5,3,7,8,16A,16A,16D,16C,16B,16D,16C,16A,16C,16A,16E,16E,16C,16D,16C,16B,16E
16E,16,7.25,7.75,7.75,9,8,7,8,3,8,2,5,7,2,7,3,2,5,6,1,6,2,2,5,6,1,6,2,2,4,6,2,7,3,4,5,4,2,3,3,3,6,7,2,3,4,16C,9.25,9.5,9.75,8,7,3,5,3,7,5,3,7,8,16A,16A,16D,16C,16B,16D,16C,16A,16C,16A,16E,16E,16C,16D,16C,16B,16E
15E,15,9.0,8.75,9.0,8,8,8,6,7,3,4,8,7,2,10,5,2,6,2,1,10,2,4,6,9,3,7,4,6,6,8,4,6,6,4,5,6,2,6,6,4,7,8,4,4,9,15A,10.0,8.25,9.0,5,0,4,0,0,5,1,3,8,8,15A,15A,15A,15D,15C,15E,15A,15E,15D,15B,15D,15C,15E,15B,15D,15C,15E
15E,15,9.0,8.75,9.0,8,8,8,6,7,3,4,8,7,2,10,5,2,6,2,1,10,2,4,6,9,3,7,4,6,6,8,4,6,6,4,5,6,2,6,6,4,7,8,4,4,9,15B,10.0,9.0,9.75,6,2,3,0,0,5,0,2,8,9,15A,15A,15A,15D,15C,15E,15A,15E,15D,15B,15D,15C,15E,15B,15D,15C,15E
15E,15,9.0,8.75,9.0,8,8,8,6,7,3,4,8,7,2,10,5,2,6,2,1,10,2,4,6,9,3,7,4,6,6,8,4,6,6,4,5,6,2,6,6,4,7,8,4,4,9,15C,10.0,8.75,9.25,6,3,4,0,0,6,2,3,8,9,15A,15A,15A,15D,15C,15E,15A,15E,15D,15B,15D,15C,15E,15B,15D,15C,15E
15E,15,9.0,8.75,9.0,8,8,8,6,7,3,4,8,7,2,10,5,2,6,2,1,10,2,4,6,9,3,7,4,6,6,8,4,6,6,4,5,6,2,6,6,4,7,8,4,4,9,15D,9.75,9.75,10.0,6,2,5,0,0,5,4,5,8,8,15A,15A,15A,15D,15C,15E,15A,15E,15D,15B,15D,15C,15E,15B,15D,15C,15E
10D,10,6.25,6.5,5.0,8,8,10,8,3,8,4,7,6,1,6,25,7,6,7,3,6,26,7,7,7,3,7,28,7,3,6,3,7,27,7,7,6,1,6,15,0,10,1,1,10,7,10E,8.0,9.0,7.0,7,7,8,7,3,2,7,7,2,7,10D,10D,10D,10D,10D,10D,10A,10E,10B,10E,10C,10C,10B,10A,10A,10D,10B
10D,10,6.25,6.5,5.0,8,8,10,8,3,8,4,7,6,1,6,25,7,6,7,3,6,26,7,7,7,3,7,28,7,3,6,3,7,27,7,7,6,1,6,15,0,10,1,1,10,7,10C,6.5,6.25,7.5,2,8,8,2,2,8,8,8,3,3,10D,10D,10D,10D,10D,10D,10A,10E,10B,10E,10C,10C,10B,10A,10A,10D,10B
10D,10,6.25,6.5,5.0,8,8,10,8,3,8,4,7,6,1,6,25,7,6,7,3,6,26,7,7,7,3,7,28,7,3,6,3,7,27,7,7,6,1,6,15,0,10,1,1,10,7,10B,7.5,7.0,5.75,8,7,8,8,4,7,7,7,7,7,10D,10D,10D,10D,10D,10D,10A,10E,10B,10E,10C,10C,10B,10A,10A,10D,10B
10D,10,6.25,6.5,5.0,8,8,10,8,3,8,4,7,6,1,6,25,7,6,7,3,6,26,7,7,7,3,7,28,7,3,6,3,7,27,7,7,6,1,6,15,0,10,1,1,10,7,10A,6.5,7.75,7.25,8,2,8,8,8,3,6,4,8,8,10D,10D,10D,10D,10D,10D,10A,10E,10B,10E,10C,10C,10B,10A,10A,10D,10B
10C,10,10.0,9.5,9.75,7,10,10,10,10,10,9,8,7,2,8,29,7,6,3,1,9,6,7,7,7,3,7,24,7,8,7,2,4,23,9,3,7,5,3,32,9,9,9,2,8,34,10A,6.5,7.0,7.0,6,6,6,6,7,6,6,6,6,10,10D,10A,10B,10A,10E,10B,10A,10C,10D,10B,10E,10D,10B,10E,10D,10C,10B
10C,10,10.0,9.5,9.75,7,10,10,10,10,10,9,8,7,2,8,29,7,6,3,1,9,6,7,7,7,3,7,24,7,8,7,2,4,23,9,3,7,5,3,32,9,9,9,2,8,34,10B,7.0,6.75,7.5,10,10,10,10,10,10,10,10,10,10,10D,10A,10B,10A,10E,10B,10A,10C,10D,10B,10E,10D,10B,10E,10D,10C,10B
10C,10,10.0,9.5,9.75,7,10,10,10,10,10,9,8,7,2,8,29,7,6,3,1,9,6,7,7,7,3,7,24,7,8,7,2,4,23,9,3,7,5,3,32,9,9,9,2,8,34,10E,9.75,8.0,8.25,8,8,8,8,8,8,7,7,8,10,10D,10A,10B,10A,10E,10B,10A,10C,10D,10B,10E,10D,10B,10E,10D,10C,10B
10C,10,10.0,9.5,9.75,7,10,10,10,10,10,9,8,7,2,8,29,7,6,3,1,9,6,7,7,7,3,7,24,7,8,7,2,4,23,9,3,7,5,3,32,9,9,9,2,8,34,10D,9.75,8.0,8.5,9,8,8,8,8,8,8,8,8,10,10D,10A,10B,10A,10E,10B,10A,10C,10D,10B,10E,10D,10B,10E,10D,10C,10B
10E,10,10.0,9.0,9.0,6,10,10,10,8,7,8,10,10,4,5,20,5,8,9,4,5,12,9,9,8,2,8,11,7,10,8,4,5,12,8,10,9,3,5,15,6,10,10,3,4,16,10D,8.5,10.0,7.25,9,8,7,8,7,10,10,10,10,10,10D,10E,10D,10A,10E,10D,10B,10B,10E,10D,10A,10E,10B,10D,10C,10D,10E
10E,10,10.0,9.0,9.0,6,10,10,10,8,7,8,10,10,4,5,20,5,8,9,4,5,12,9,9,8,2,8,11,7,10,8,4,5,12,8,10,9,3,5,15,6,10,10,3,4,16,10C,10.0,8.25,10.0,10,10,9,9,8,10,10,9,8,10,10D,10E,10D,10A,10E,10D,10B,10B,10E,10D,10A,10E,10B,10D,10C,10D,10E
10E,10,10.0,9.0,9.0,6,10,10,10,8,7,8,10,10,4,5,20,5,8,9,4,5,12,9,9,8,2,8,11,7,10,8,4,5,12,8,10,9,3,5,15,6,10,10,3,4,16,10A,8.5,8.0,8.5,10,10,6,10,10,10,10,6,7,9,10D,10E,10D,10A,10E,10D,10B,10B,10E,10D,10A,10E,10B,10D,10C,10D,10E
10E,10,10.0,9.0,9.0,6,10,10,10,8,7,8,10,10,4,5,20,5,8,9,4,5,12,9,9,8,2,8,11,7,10,8,4,5,12,8,10,9,3,5,15,6,10,10,3,4,16,10B,10.0,8.5,10.0,10,10,9,10,10,10,10,9,9,9,10D,10E,10D,10A,10E,10D,10B,10B,10E,10D,10A,10E,10B,10D,10C,10D,10E
16A,16,9.5,8.0,8.25,10,10,8,5,2,5,6,8,8,2,9,3,6,8,6,2,10,3,5,4,10,2,10,3,7,8,10,2,7,4,6,9,9,2,10,3,5,7,9,2,10,5,16D,9.5,8.5,8.75,8,2,7,2,1,7,2,7,10,10,16A,16A,16D,16C,16E,16D,16C,16A,16B,16E,16B,16B,16A,16A,16C,16A,16C
16A,16,9.5,8.0,8.25,10,10,8,5,2,5,6,8,8,2,9,3,6,8,6,2,10,3,5,4,10,2,10,3,7,8,10,2,7,4,6,9,9,2,10,3,5,7,9,2,10,5,16E,10.0,6.75,9.0,10,8,8,8,4,9,8,8,8,10,16A,16A,16D,16C,16E,16D,16C,16A,16B,16E,16B,16B,16A,16A,16C,16A,16C
16A,16,9.5,8.0,8.25,10,10,8,5,2,5,6,8,8,2,9,3,6,8,6,2,10,3,5,4,10,2,10,3,7,8,10,2,7,4,6,9,9,2,10,3,5,7,9,2,10,5,16C,9.25,7.0,9.5,10,9,7,8,7,9,9,6,6,10,16A,16A,16D,16C,16E,16D,16C,16A,16B,16E,16B,16B,16A,16A,16C,16A,16C
16A,16,9.5,8.0,8.25,10,10,8,5,2,5,6,8,8,2,9,3,6,8,6,2,10,3,5,4,10,2,10,3,7,8,10,2,7,4,6,9,9,2,10,3,5,7,9,2,10,5,16B,9.5,5.75,9.75,8,4,5,3,2,7,4,3,6,10,16A,16A,16D,16C,16E,16D,16C,16A,16B,16E,16B,16B,16A,16A,16C,16A,16C
19C,19,9.25,10.0,8.5,10,10,9,6,2,0,2,10,0,2,10,2,1,7,0,2,10,1,8,1,7,3,7,4,6,8,10,2,7,7,2,6,10,1,0,2,2,8,7,2,10,4,19A,10.0,10.0,10.0,10,9,8,10,8,10,9,9,9,10,19B,19C,19B,19E,19A,19C,19E,19C,19E,19A,19E,19B,19E,19B,19E,19C,19E
19C,19,9.25,10.0,8.5,10,10,9,6,2,0,2,10,0,2,10,2,1,7,0,2,10,1,8,1,7,3,7,4,6,8,10,2,7,7,2,6,10,1,0,2,2,8,7,2,10,4,19B,10.0,10.0,10.0,10,10,8,10,10,10,10,8,10,10,19B,19C,19B,19E,19A,19C,19E,19C,19E,19A,19E,19B,19E,19B,19E,19C,19E
19C,19,9.25,10.0,8.5,10,10,9,6,2,0,2,10,0,2,10,2,1,7,0,2,10,1,8,1,7,3,7,4,6,8,10,2,7,7,2,6,10,1,0,2,2,8,7,2,10,4,19D,9.25,8.0,8.75,9,6,3,7,3,8,4,4,6,7,19B,19C,19B,19E,19A,19C,19E,19C,19E,19A,19E,19B,19E,19B,19E,19C,19E
09B,9,8.5,10.0,9.5,4,7,9,7,6,2,3,8,6,3,0,5,0,5,1,3,0,1,5,7,8,,0,5,7,7,8,4,4,7,5,6,3,3,5,2,3,7,7,2,5,3,09E,10.0,9.25,10.0,10,8,7,7,8,10,8,9,9,10,09E,09E,09A,09B,09E,09A,09B,09A,09B,09A,09B,09E,09C,09E,09B,09E,09B
09B,9,8.5,10.0,9.5,4,7,9,7,6,2,3,8,6,3,0,5,0,5,1,3,0,1,5,7,8,,0,5,7,7,8,4,4,7,5,6,3,3,5,2,3,7,7,2,5,3,09D,9.75,9.75,10.0,10,7,7,7,8,10,7,7,10,10,09E,09E,09A,09B,09E,09A,09B,09A,09B,09A,09B,09E,09C,09E,09B,09E,09B
09B,9,8.5,10.0,9.5,4,7,9,7,6,2,3,8,6,3,0,5,0,5,1,3,0,1,5,7,8,,0,5,7,7,8,4,4,7,5,6,3,3,5,2,3,7,7,2,5,3,09C,10.0,9.5,10.0,10,7,7,7,8,10,7,6,9,10,09E,09E,09A,09B,09E,09A,09B,09A,09B,09A,09B,09E,09C,09E,09B,09E,09B
09B,9,8.5,10.0,9.5,4,7,9,7,6,2,3,8,6,3,0,5,0,5,1,3,0,1,5,7,8,,0,5,7,7,8,4,4,7,5,6,3,3,5,2,3,7,7,2,5,3,09A,6.5,7.0,3.25,2,1,4,1,1,6,5,5,7,10,09E,09E,09A,09B,09E,09A,09B,09A,09B,09A,09B,09E,09C,09E,09B,09E,09B
10A,10,8.0,6.0,6.75,4,5,6,7,8,8,7,9,9,3,2,14,7,3,9,4,3,21,5,5,9,3,3,11,7,6,10,4,4,26,7,6,10,4,4,15,9,5,10,3,2,26,10E,7.25,7.75,7.25,8,9,8,9,9,9,8,8,9,10,10D,10D,10D,10A,10E,10D,10A,10B,10C,10D,10A,10D,10C,10D,10C,10D,10A
10A,10,8.0,6.0,6.75,4,5,6,7,8,8,7,9,9,3,2,14,7,3,9,4,3,21,5,5,9,3,3,11,7,6,10,4,4,26,7,6,10,4,4,15,9,5,10,3,2,26,10B,7.0,7.0,7.0,4,4,4,3,2,4,4,4,9,8,10D,10D,10D,10A,10E,10D,10A,10B,10C,10D,10A,10D,10C,10D,10C,10D,10A
10A,10,8.0,6.0,6.75,4,5,6,7,8,8,7,9,9,3,2,14,7,3,9,4,3,21,5,5,9,3,3,11,7,6,10,4,4,26,7,6,10,4,4,15,9,5,10,3,2,26,10C,6.5,6.0,6.25,5,5,5,3,3,5,5,5,6,7,10D,10D,10D,10A,10E,10D,10A,10B,10C,10D,10A,10D,10C,10D,10C,10D,10A
10A,10,8.0,6.0,6.75,4,5,6,7,8,8,7,9,9,3,2,14,7,3,9,4,3,21,5,5,9,3,3,11,7,6,10,4,4,26,7,6,10,4,4,15,9,5,10,3,2,26,10D,6.5,7.5,7.25,6,6,6,5,7,6,5,5,9,9,10D,10D,10D,10A,10E,10D,10A,10B,10C,10D,10A,10D,10C,10D,10C,10D,10A
15C,15,8.75,5.75,8.5,7,9,10,7,6,4,6,8,10,3,3,13,6,4,7,4,4,17,5,5,6,3,7,11,6,8,7,5,8,26,4,4,6,1,5,9,6,8,10,3,9,25,15A,8.5,7.75,9.25,8,7,8,7,7,8,8,7,7,9,15A,15A,15A,15D,15B,15E,15C,15B,15C,15A,15D,15B,15D,15B,15E,15C,15A
15C,15,8.75,5.75,8.5,7,9,10,7,6,4,6,8,10,3,3,13,6,4,7,4,4,17,5,5,6,3,7,11,6,8,7,5,8,26,4,4,6,1,5,9,6,8,10,3,9,25,15B,8.75,8.25,8.75,7,5,4,4,3,6,5,3,9,9,15A,15A,15A,15D,15B,15E,15C,15B,15C,15A,15D,15B,15D,15B,15E,15C,15A
15C,15,8.75,5.75,8.5,7,9,10,7,6,4,6,8,10,3,3,13,6,4,7,4,4,17,5,5,6,3,7,11,6,8,7,5,8,26,4,4,6,1,5,9,6,8,10,3,9,25,15E,8.75,8.75,8.25,8,7,5,5,5,7,5,5,8,8,15A,15A,15A,15D,15B,15E,15C,15B,15C,15A,15D,15B,15D,15B,15E,15C,15A
15C,15,8.75,5.75,8.5,7,9,10,7,6,4,6,8,10,3,3,13,6,4,7,4,4,17,5,5,6,3,7,11,6,8,7,5,8,26,4,4,6,1,5,9,6,8,10,3,9,25,15D,9.5,8.0,9.25,8,6,4,5,5,8,6,4,7,9,15A,15A,15A,15D,15B,15E,15C,15B,15C,15A,15D,15B,15D,15B,15E,15C,15A
14A,14,8.75,8.25,8.25,10,8,7,6,5,4,3,4,2,2,10,3,1,4,0,3,8,1,3,1,5,2,5,2,5,5,5,3,10,7,7,4,4,4,10,7,5,5,10,2,7,7,14B,9.5,8.75,9.0,10,6,8,7,6,9,6,8,9,9,14D,14A,14A,14C,14E,14A,14C,14A,14C,14D,14B,14A,14C,14A,14D,14D,14B
14A,14,8.75,8.25,8.25,10,8,7,6,5,4,3,4,2,2,10,3,1,4,0,3,8,1,3,1,5,2,5,2,5,5,5,3,10,7,7,4,4,4,10,7,5,5,10,2,7,7,14C,8.75,9.0,7.75,9,9,7,10,9,10,9,8,9,8,14D,14A,14A,14C,14E,14A,14C,14A,14C,14D,14B,14A,14C,14A,14D,14D,14B
14A,14,8.75,8.25,8.25,10,8,7,6,5,4,3,4,2,2,10,3,1,4,0,3,8,1,3,1,5,2,5,2,5,5,5,3,10,7,7,4,4,4,10,7,5,5,10,2,7,7,14D,9.75,9.75,9.25,10,8,9,10,9,10,8,8,10,9,14D,14A,14A,14C,14E,14A,14C,14A,14C,14D,14B,14A,14C,14A,14D,14D,14B
14A,14,8.75,8.25,8.25,10,8,7,6,5,4,3,4,2,2,10,3,1,4,0,3,8,1,3,1,5,2,5,2,5,5,5,3,10,7,7,4,4,4,10,7,5,5,10,2,7,7,14E,9.25,9.75,9.25,10,8,9,10,8,10,8,9,10,10,14D,14A,14A,14C,14E,14A,14C,14A,14C,14D,14B,14A,14C,14A,14D,14D,14B
14D,14,9.5,9.5,9.5,8,10,8,10,2,0,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,14A,10.0,8.75,10.0,10,9,9,10,9,10,9,9,10,10,14A,14A,14A,14B,14C,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A
14D,14,9.5,9.5,9.5,8,10,8,10,2,0,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,14B,9.75,9.0,10.0,10,7,7,8,5,8,6,6,10,10,14A,14A,14A,14B,14C,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A
14D,14,9.5,9.5,9.5,8,10,8,10,2,0,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,14C,8.0,9.5,8.5,10,10,8,10,9,9,9,9,10,10,14A,14A,14A,14B,14C,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A
14D,14,9.5,9.5,9.5,8,10,8,10,2,0,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,5,5,5,1,5,20,14E,9.25,9.0,9.5,10,10,9,10,8,10,10,8,10,10,14A,14A,14A,14B,14C,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A,14A
04B,4,8.25,7.25,7.75,8,9,6,7,6,7,7,6,7,4,6,9,5,5,7,2,8,3,3,3,7,3,5,5,5,5,8,4,5,11,3,6,7,1,7,3,6,7,9,1,8,5,04A,8.75,8.5,8.75,10,9,8,9,8,8,7,7,8,8,04A,04A,04C,04D,04B,04E,04D,04B,04A,04C,04B,04E,04A,04C,04B,04B,04D
04B,4,8.25,7.25,7.75,8,9,6,7,6,7,7,6,7,4,6,9,5,5,7,2,8,3,3,3,7,3,5,5,5,5,8,4,5,11,3,6,7,1,7,3,6,7,9,1,8,5,04C,8.5,8.0,9.0,8,6,7,7,4,4,6,7,9,9,04A,04A,04C,04D,04B,04E,04D,04B,04A,04C,04B,04E,04A,04C,04B,04B,04D
04B,4,8.25,7.25,7.75,8,9,6,7,6,7,7,6,7,4,6,9,5,5,7,2,8,3,3,3,7,3,5,5,5,5,8,4,5,11,3,6,7,1,7,3,6,7,9,1,8,5,04D,8.0,8.0,8.5,8,4,4,7,6,6,7,6,8,8,04A,04A,04C,04D,04B,04E,04D,04B,04A,04C,04B,04E,04A,04C,04B,04B,04D
04B,4,8.25,7.25,7.75,8,9,6,7,6,7,7,6,7,4,6,9,5,5,7,2,8,3,3,3,7,3,5,5,5,5,8,4,5,11,3,6,7,1,7,3,6,7,9,1,8,5,04E,8.0,8.25,7.5,7,6,6,7,6,6,6,6,9,8,04A,04A,04C,04D,04B,04E,04D,04B,04A,04C,04B,04E,04A,04C,04B,04B,04D
04E,4,8.75,7.75,8.25,6,6,8,7,3,2,3,6,7,2,5,4,4,5,3,2,5,2,4,5,5,2,5,2,5,6,6,2,5,4,4,6,6,2,5,3,6,5,7,2,0,5,04A,8.0,7.75,7.75,8,6,5,6,6,7,5,5,7,7,04A,04A,04C,04D,04B,04C,04D,04C,04D,04C,04D,04C,04B,04A,04D,04C,04E
04E,4,8.75,7.75,8.25,6,6,8,7,3,2,3,6,7,2,5,4,4,5,3,2,5,2,4,5,5,2,5,2,5,6,6,2,5,4,4,6,6,2,5,3,6,5,7,2,0,5,04B,8.0,7.5,8.0,7,1,3,0,0,5,0,1,7,7,04A,04A,04C,04D,04B,04C,04D,04C,04D,04C,04D,04C,04B,04A,04D,04C,04E
04E,4,8.75,7.75,8.25,6,6,8,7,3,2,3,6,7,2,5,4,4,5,3,2,5,2,4,5,5,2,5,2,5,6,6,2,5,4,4,6,6,2,5,3,6,5,7,2,0,5,04C,8.0,8.5,8.75,8,3,4,1,1,5,1,2,8,8,04A,04A,04C,04D,04B,04C,04D,04C,04D,04C,04D,04C,04B,04A,04D,04C,04E
04E,4,8.75,7.75,8.25,6,6,8,7,3,2,3,6,7,2,5,4,4,5,3,2,5,2,4,5,5,2,5,2,5,6,6,2,5,4,4,6,6,2,5,3,6,5,7,2,0,5,04D,8.0,8.0,8.0,7,0,2,0,0,5,0,2,8,8,04A,04A,04C,04D,04B,04C,04D,04C,04D,04C,04D,04C,04B,04A,04D,04C,04E
14E,14,7.25,8.0,7.5,9,8,8,5,5,8,2,5,8,1,7,3,1,5,2,2,5,2,3,5,8,3,6,5,5,6,8,3,7,10,5,5,7,4,8,10,5,1,10,3,1,10,14A,7.75,8.0,9.0,9,8,7,9,8,8,8,7,10,9,14A,14A,14A,14C,14B,14A,14C,14B,14C,14E,14C,14A,14B,14E,14C,14D,14E
14E,14,7.25,8.0,7.5,9,8,8,5,5,8,2,5,8,1,7,3,1,5,2,2,5,2,3,5,8,3,6,5,5,6,8,3,7,10,5,5,7,4,8,10,5,1,10,3,1,10,14B,6.0,6.0,6.75,6,2,4,0,0,4,2,4,8,8,14A,14A,14A,14C,14B,14A,14C,14B,14C,14E,14C,14A,14B,14E,14C,14D,14E
14E,14,7.25,8.0,7.5,9,8,8,5,5,8,2,5,8,1,7,3,1,5,2,2,5,2,3,5,8,3,6,5,5,6,8,3,7,10,5,5,7,4,8,10,5,1,10,3,1,10,14C,6.5,8.0,6.0,8,7,7,8,5,7,5,7,6,8,14A,14A,14A,14C,14B,14A,14C,14B,14C,14E,14C,14A,14B,14E,14C,14D,14E
14E,14,7.25,8.0,7.5,9,8,8,5,5,8,2,5,8,1,7,3,1,5,2,2,5,2,3,5,8,3,6,5,5,6,8,3,7,10,5,5,7,4,8,10,5,1,10,3,1,10,14D,7.0,7.25,5.5,9,9,7,10,10,9,8,7,8,8,14A,14A,14A,14C,14B,14A,14C,14B,14C,14E,14C,14A,14B,14E,14C,14D,14E
04A,4,9.0,8.75,8.5,7,8,8,7,7,5,7,3,7,4,3,5,7,3,8,3,4,7,4,5,8,3,7,5,3,3,6,3,4,7,3,6,4,3,7,10,3,8,10,2,7,8,04B,8.5,7.75,7.75,10,10,7,10,10,10,10,7,8,9,04C,04A,04C,04D,04B,04C,04A,04E,04D,04E,04B,04C,04A,04A,04D,04C,04E
